36,BLACAT1,Colorectal Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,28277544.0,1.0
37,BLACAT1,Colorectal Cancer,qPCR,up-regulated,28406230.0,1.0
38,"BLACAT2",Colorectal Cancer,"qPCR, other",up-regulated,31423277.0,1.0
39,"C20orf200",Colon Cancer,"Microarray, qPCR, RNA pull-down assay etc.",down-regulated,27821766.0,1.0
40,CA3-AS1,Colorectal Cancer,"RT-PCR, Western blot, Luciferase reporter assay, other",up-regulated,30415006.0,4.0
41,CACNA1G-AS1,Colorectal Cancer,"qRT-PCR, Western blot, RIP",up-regulated,31957825.0,1.0
42,"CACS15",Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,30639170.0,1.0
43,CAHM,Colorectal Cancer,"qPCR, MSP-PCR etc.",down-regulated,24799664.0,1.0
44,"CALIC",Colon Cancer,"RNA-seq, qPCR, RIP",up-regulated,31353791.0,1.0
45,CASC11,Colorectal Cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,27012187.0,2.0
46,CASC19,Colorectal Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31011255.0,1.0
47,CASC19,Colorectal Cancer,qPCR,up-regulated,29338818.0,1.0
48,CASC2,Colorectal Cancer,"qRT-PCR , Western blot , RIP , in vitro knockdown etc.",up-regulated,31173223.0,3.0
49,CASC2,Colorectal Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",down-regulated,30681073.0,3.0
50,CASC2,Colorectal Cancer,"qPCR, Luciferase reporter assay",down-regulated,29456985.0,3.0
51,CASC2,Colorectal Cancer,"qPCR, Flow cytometry assay, Cell proliferation assay etc.",down-regulated,27198161.0,3.0
52,CASC21,Colorectal Cancer,"RT-PCR, Western blot",up-regulated,31731190.0,1.0
53,CASC21,Colon Cancer,"qRT-PCR, RNA-seq, Western blotting assay",up-regulated,31965704.0,1.0
54,CASC9,Colorectal Cancer,"qRT-PCR, Western blot",up-regulated,32110102.0,3.0
55,CASC9,Colorectal Cancer,"qRT-PCR , Western blot , RIP , RNA-seq , in vitro knockdown etc.",up-regulated,31186036.0,3.0
56,CCAT1,Colorectal Cancer,"qPCR, Western blot etc",up-regulated,32256733.0,1.0
57,CCAT1,Colorectal Cancer,"qPCR, Western blot, RIP",differential expression,31558855.0,1.0
58,CCAT1,Colorectal Cancer,"RT-qPCR, Western blotting, Luciferase Reporter Assay, RIP",up-regulated,31807005.0,1.0
59,CCAT1,Colorectal Cancer,qRT-PCR etc.,up-regulated,31093977.0,1.0
60,CCAT1,Colon Cancer,"qRT-PCR, Western blotting etc.",down-regulated,31039730.0,1.0
61,CCAT1,Colorectal Cancer,"qPCR, Western blot, etc.",up-regulated,30633886.0,1.0
62,CCAT1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, etc.",up-regulated,30615124.0,1.0
63,CCAT1,Colorectal Cancer,qPCR,up-regulated,31328973.0,1.0
64,CCAT1,Colon Cancer,"qPCR, ISH etc.",up-regulated,23594791.0,1.0
65,CCAT1,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,26825578.0,1.0
66,CCAT1,Colorectal Cancer,qPCR etc.,up-regulated,28838211.0,1.0
67,CCAT1,Colorectal Cancer,qPCR etc.,down-regulated,26823726.0,1.0
68,CCAT1,Colorectal Cancer,qPCR etc.,up-regulated,26064266.0,1.0
69,CCAT1,Colorectal Cancer,"qPCR, ISH etc.",up-regulated,23416875.0,1.0
70,CCAT1,Colorectal Cancer,"qPCR, RNAi etc.",up-regulated,24594601.0,1.0
71,CCAT1,Colorectal Cancer,qPCR etc.,up-regulated,29190961.0,1.0
72,CCAT2,Colorectal Cancer,"qPCR, Western blot, RIP",differential expression,31558855.0,1.0
73,CCAT2,Colon Cancer,qPCR etc.,up-regulated,28964256.0,1.0
74,CCAT2,Colon Cancer,qPCR etc.,down-regulated,28934601.0,1.0
75,CCAT2,Colon Cancer,qPCR etc.,up-regulated,25185650.0,1.0
76,CCAT2,Colorectal Cancer,qPCR,up-regulated,29181105.0,1.0
77,CCAT2,Colorectal Cancer,qPCR etc.,up-regulated,27875818.0,1.0
78,CCAT2,Colorectal Cancer,qPCR etc.,up-regulated,28838211.0,1.0
79,CCAT2,Colorectal Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",differential expression,26853146.0,1.0
80,CCAT2,Colon Cancer,"qPCR, Western blot etc.",up-regulated,29502343.0,1.0
81,CCAT2,Colorectal Cancer,"qPCR, RIP etc.",up-regulated,23796952.0,1.0
82,"CCAT7",Colorectal Cancer,"Microarray, qPCR, Luciferase reporter assay etc.",down-regulated,25663692.0,1.0
83,"CCHE1",Colorectal Cancer,"qPCR, in vitro knockdown, etc.",up-regulated,30484108.0,1.0
84,CPS1-IT1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,29017924.0,1.0
85,CPS1-IT1,Colorectal Cancer,"qPCR, Western blot",down-regulated,29145177.0,1.0
86,CRNDE,Colorectal Cancer,"qPCR, Western blot, RIP",differential expression,31558855.0,5.0
87,CRNDE,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,28472810.0,5.0
88,CRNDE,Colorectal Cancer,"qPCR, Microarray, RIP, Western blotting etc.",up-regulated,28594403.0,5.0
89,CRNDE,Colorectal Cancer,"Microarray, qPCR, RNAi etc.",up-regulated,24184209.0,5.0
90,CRNDE,Colorectal Cancer,qPCR etc.,up-regulated,22393467.0,5.0
91,CRNDE,Colorectal Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, FISH, MTT assay etc.",up-regulated,28086904.0,5.0
92,CRNDE,Colorectal Cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell migration and invasion assay etc.",up-regulated,28115855.0,5.0
93,CRNDE,Colorectal Cancer,qPCR,up-regulated,28406230.0,5.0
94,CRNDE,Colorectal Cancer,"qPCR, Western blot",up-regulated,28796262.0,5.0
95,"CTA-941F9.9",Colorectal Cancer,"qPCR, Western blot, in vitro knockdown",down-regulated,31343781.0,1.0
96,CYTOR,Colorectal Cancer,qRT-PCR etc.,up-regulated,31144988.0,5.0
97,CYTOR,Colorectal Cancer,"RIP, Luciferase reporter assay",up-regulated,30064438.0,5.0
98,CYTOR,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,29606502.0,5.0
99,DDX11-AS1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31298324.0,1.0
100,DGCR5,Colorectal Cancer,"qPCR, other",down-regulated,31452812.0,5.0
101,DLEU1,Colorectal Cancer,"qPCR, ChIP, RIP, Northern blot",up-regulated,30098595.0,3.0
102,DLEU7-AS1,Colorectal Cancer,"qPCR, Western blot",up-regulated,29364477.0,1.0
103,DLX6-AS1,Colorectal Cancer,"qRT-PCR , Luciferase reporter assay , RIP , in vitro knockdown etc.",up-regulated,31115000.0,1.0
104,DLX6-AS1,Colorectal Cancer,"qPCR, Western blot",up-regulated,31646562.0,1.0
105,DPP10-AS1,Colorectal Cancer,qPCR,down-regulated,28406230.0,1.0
106,DSCAM-AS1,Colorectal Cancer,"qRT-PCR, Western blot",up-regulated,31730864.0,4.0
107,DUXAP10,Colorectal Cancer,qPCR etc.,up-regulated,28779166.0,1.0
108,DUXAP8,Colorectal Cancer,"qPCR, RIP etc.",up-regulated,31786844.0,1.0
109,DUXAP8,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,31364111.0,1.0
110,"EIF3J-AS1",Colorectal Cancer,"RT-qPCR, Western blot",up-regulated,31709617.0,2.0
111,ELFN1-AS1,Colorectal Cancer,"qRT-PCR, Microarray, Luciferase reporter assay, RIP, Western blotting",up-regulated,31929141.0,3.0
112,EWSAT1,Colorectal Cancer,"qPCR, Western blot, other",up-regulated,30402843.0,1.0
113,EZR-AS1,Colorectal Cancer,"qRT-PCR, Western blot",up-regulated,31693738.0,1.0
114,"FAL1",Colon Cancer,"qPCR, Western blot, other",up-regulated,30290064.0,1.0
115,"FAL1",Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,30267804.0,1.0
116,"FAL1",Colon Cancer,"qPCR, RNA pull-down assay etc.",up-regulated,25203321.0,1.0
117,FAM3D-AS1,Colorectal Cancer,"RT-PCR , Western blot , in vitro knockdown etc.",up-regulated,31147452.0,1.0
118,FBXL19-AS1,Colorectal Cancer,"Microarray, qPCR, Luciferase reporter assay etc.",up-regulated,28479250.0,1.0
119,FENDRR,Colorectal Cancer,qPCR,down-regulated,31724220.0,2.0
120,FENDRR,Colon Cancer,"qPCR, Western blot",down-regulated,31213846.0,2.0
121,FER1L4,Colon Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay, Cell proliferation assay etc.",down-regulated,26224446.0,1.0
122,FEZF1-AS1,Colorectal Cancer,"Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29914894.0,1.0
123,FEZF1-AS1,Colorectal Cancer,"qPCR, RNAi, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,26848625.0,1.0
124,FEZF1-AS1,Colorectal Cancer,"qPCR, Microarray, RNA-seq, Luciferase reporter assay, RIP, Western blot, etc.",up-regulated,29914894.0,1.0
125,FGD5-AS1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31332696.0,5.0
126,FOXD2-AS1,Colorectal Cancer,"Luciferase Assay, RT-PCR, Western blot",up-regulated,31908535.0,1.0
127,FOXD2-AS1,Colorectal Cancer,"qPCR, Western blot etc.",up-regulated,28925486.0,1.0
128,FOXD3-AS1,Colorectal Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31058315.0,4.0
129,FOXP4-AS1,Colorectal Cancer,"qPCR, RNAi, Flow cytometry assay etc.",up-regulated,27790757.0,3.0
130,FTX,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29925853.0,1.0
131,FTX,Colorectal Cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,32280242.0,1.0
132,FTX,Colorectal Cancer,"qPCR, RNAi etc.",up-regulated,26629053.0,1.0
133,FTX,Colorectal Cancer,"qPCR, RIP, etc.",up-regulated,29925853.0,1.0
134,GACAT3,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29593420.0,1.0
135,GAPLINC,Colorectal Cancer,"Microarray, qPCR, Western blot, RNA pull-down assay etc.",up-regulated,27259250.0,2.0
136,GAPLINC,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",up-regulated,29427222.0,2.0
137,GAS5,Colorectal Cancer,"qPCR, Luciferase reporter assay",up-regulated,30902880.0,15.0
138,GAS5,Colorectal Cancer,"qPCR, Dual Luciferase reporter assay, Western blot",down-regulated,30066886.0,15.0
139,GAS5,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30672001.0,15.0
140,GAS5,Colorectal Cancer,"qPCR, Wetern blot, Luciferase reporter assay, RIP",down-regulated,31400607.0,15.0
141,GAS5,Colon Cancer,"qPCR, Western blot, RNAi",up-regulated,28722800.0,15.0
142,GAS5,Colorectal Cancer,qPCR etc.,up-regulated,27391432.0,15.0
143,GAS5,Colorectal Cancer,"Microarray, qPCR etc.",down-regulated,27591862.0,15.0
144,GAS5,Colorectal Cancer,qPCR etc.,down-regulated,27863421.0,15.0
145,GAS5,Colorectal Cancer,"qPCR, Flow cytometry assay etc.",down-regulated,25326054.0,15.0
146,GAS5,Colorectal Cancer,qPCR etc.,up-regulated,29630521.0,15.0
147,GAS5,Colorectal Cancer,"qRT-PCR, Western blot",down-regulated,29308053.0,15.0
148,GAS5,Colorectal Cancer,"qPCR, RNAi, Western blot, MTT assay etc.",down-regulated,28099146.0,15.0
149,GAS5,Colorectal Cancer,"qPCR, in vitro knockdown etc.",down-regulated,28521420.0,15.0
150,"GAS8-AS",Colorectal Cancer,qRT-PCR etc.,up-regulated,31132513.0,1.0
151,GHET1,Colorectal Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,27931286.0,1.0
152,GHET1,Colorectal Cancer,"qPCR, Western blot etc.",up-regulated,27131316.0,1.0
153,GHRLOS,Colorectal Cancer,qPCR etc.,down-regulated,29187879.0,6.0
154,GIHCG,Colorectal Cancer,qPCR,up-regulated,30799935.0,1.0
155,GSEC,Colon Cancer,"Microarray, qPCR, RNAi, RIP, RNA pull-down assay etc.",up-regulated,27797375.0,1.0
156,"GUARDIN",Colon Cancer,"Microarray, Luciferase reporter assay, in vitro knockdown, RNAi etc.",up-regulated,29593331.0,1.0
157,H19,Colorectal Cancer,"qPCR, Microarray",up-regulated,30920116.0,3.0
158,H19,Colon Cancer,"qPCR , Western blot , in vitro knockdown etc.",down-regulated,31602323.0,3.0
159,H19,Colorectal Cancer,"qPCR, Western blot",up-regulated,30127936.0,3.0
160,H19,Colorectal Cancer,"RNA-seq, qPCR, Western blot, RIP, Luciferase reporter assays",up-regulated,30083271.0,3.0
161,H19,Colorectal Cancer,"qPCR, RIP, Western blot, Luciferase reporter assay, other",up-regulated,30451820.0,3.0
162,H19,colorectal cancer,"qPCR, other",,31452627.0,3.0
163,H19,Colorectal Cancer,qPCR,up-regulated,31232113.0,3.0
164,H19,Colon Cancer,"qPCR, Northern blot, ISH etc.",up-regulated,19926638.0,3.0
165,H19,Colon Cancer,"qPCR, Cell transfection, Western blot, ChIP, Luciferase reporter assay, MTT assay etc.",up-regulated,28189050.0,3.0
166,H19,Colon Cancer,"qPCR, western blot, luciferase reporter assay",differential expression,28358427.0,3.0
167,H19,Colon Cancer,"qPCR, Western blot etc.",up-regulated,28781681.0,3.0
168,H19,Colorectal Cancer,"qPCR, Northern blot, ISH etc.",up-regulated,19926638.0,3.0
169,H19,Colorectal Cancer,"qPCR, Cell transfection, Western blot etc.",up-regulated,27919747.0,3.0
170,H19,Colorectal Cancer,qPCR etc.,down-regulated,29036538.0,3.0
171,H19,Colorectal Cancer,"Microarray, qPCR, RIP, ChIP etc.",differential expression,27789274.0,3.0
172,H19,Colorectal Cancer,"qPCR, Western blot, RIP, Flow cytometry assay etc.",up-regulated,26989025.0,3.0
173,H19,Colorectal Cancer,qPCR etc.,up-regulated,27391432.0,3.0
174,H19,Colorectal Cancer,qPCR etc.,up-regulated,27596298.0,3.0
175,H19,Colorectal Cancer,"qPCR, RFLP-PCR etc.",up-regulated,22427002.0,3.0
176,H19,Colorectal Cancer,qPCR etc.,differential expression,12438232.0,3.0
177,H19,Colorectal Cancer,qPCR etc.,up-regulated,11120891.0,3.0
178,H19,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,29754471.0,3.0
179,H19,Colorectal Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",up-regulated,28164117.0,3.0
180,H19,Colorectal Cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,26068968.0,3.0
181,H19,Colorectal Cancer,qPCR,up-regulated,28406230.0,3.0
182,H19,Colorectal Cancer,"qPCR, Western blot etc.",up-regulated,28781681.0,3.0
183,HAGLR,Colorectal Cancer,qPCR,down-regulated,28406230.0,12.0
184,HAND2-AS1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc",down-regulated,31760170.0,11.0
185,HAND2-AS1,Colorectal Cancer,"qPCR, Luciferase assay",down-regulated,30078677.0,11.0
186,"HCG18
",Colorectal Cancer,"RT-qPCR, Dual luciferase reporter assay, Western blot analysis",up-regulated,31854468.0,4.0
187,HCP5,Colorectal Cancer,"qPCR, Western blot",up-regulated,30899394.0,1.0
188,HIF1A-AS1,Colorectal Cancer,qPCR,up-regulated,28946548.0,1.0
189,HIF1A-AS2,Colorectal Cancer,"qRT-PCR, Western blot, Luciferase reporter assay, RIP",up-regulated,29278853.0,1.0
190,HLA-F-AS1,Colorectal Cancer,"qRT-PCR, Dual luciferase reporter gene assay, Western blot",up-regulated,31863778.0,2.0
191,HNF1A-AS1,Colorectal Cancer,"RT-qPCR, Western blot",up-regulated,32110048.0,1.0
192,HNF1A-AS1,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",up-regulated,32325080.0,1.0
193,HNF1A-AS1,Colon Cancer,"qPCR, Luciferase reporter assay, RIP",up-regulated,28943452.0,1.0
194,HNF1A-AS1,Colorectal Cancer,qPCR etc.,up-regulated,28791380.0,1.0
195,HNF1A-AS1,Colorectal Cancer,"qPCR, Western blot, RNAi",up-regulated,29145164.0,1.0
196,HOTAIR,Colorectal Cancer,"RT-qPCR, Western blot",up-regulated,32144238.0,3.0
197,HOTAIR,Colorectal Cancer,"qPCR, Western blot",up-regulated,29808247.0,3.0
198,HOTAIR,Colorectal Cancer,RNA-seq,up-regulated,30981759.0,3.0
199,HOTAIR,Colorectal Cancer,"qRT-PCR, Western blot analysis, Dual luciferase reporter gene assay, RIP",up-regulated,31694696.0,3.0
200,HOTAIR,Colorectal Cancer,"qPCR, RIP, other",up-regulated,30362162.0,3.0
201,HOTAIR,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay, other",down-regulated,30335892.0,3.0
202,HOTAIR,Colon Cancer,"qPCR, Luciferase reporter assay",up-regulated,31298326.0,3.0
203,HOTAIR,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,28756022.0,3.0
204,HOTAIR,Colon Cancer,qPCR etc.,up-regulated,27298568.0,3.0
205,HOTAIR,Colon Cancer,"Microarray, qPCR, RNAi, ChIP, Luciferase reporter assay etc.",up-regulated,24022994.0,3.0
206,HOTAIR,Colon Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay etc.",up-regulated,26962687.0,3.0
207,HOTAIR,Colon Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,24840737.0,3.0
208,HOTAIR,Colorectal Cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,29137688.0,3.0
209,HOTAIR,Colorectal Cancer,"qPCR, Western blot etc.",down-regulated,27069543.0,3.0
210,HOTAIR,Colorectal Cancer,qPCR etc.,down-regulated,26823726.0,3.0
211,HOTAIR,Colorectal Cancer,qPCR etc.,up-regulated,24583926.0,3.0
212,HOTAIR,Colorectal Cancer,"Microarray, qPCR etc.",up-regulated,25456707.0,3.0
213,HOTAIR,Colorectal Cancer,"qPCR, RNAi etc.",up-regulated,25432874.0,3.0
214,HOTAIR,Colorectal Cancer,"qPCR, RNAi etc.",up-regulated,21862635.0,3.0
215,HOTAIR,Colorectal Cancer,"qPCR, RIP, Western blot etc.",down-regulated,28918035.0,3.0
216,HOTAIR,Colorectal Cancer,"qPCR, Western blot, Luciferase report assay etc.",up-regulated,28364379.0,3.0
217,HOTAIR,Colorectal Cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,29680837.0,3.0
218,HOTAIR,Colorectal Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26549670.0,3.0
219,HOTAIR,Colorectal Cancer,"qPCR, western blot etc.",down-regulation,29808247.0,3.0
220,HOTAIR,Colorectal Cancer,"qPCR, Western blot etc.",up-regulated,29808247.0,3.0
221,HOTAIRM1,Colorectal Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",down-regulated,31261026.0,2.0
222,HOTAIRM1,Colorectal Cancer,"Microarray, qPCR, Cell proliferation assay etc.",down-regulated,27307307.0,2.0
223,HOTTIP,Colorectal Cancer,"qRT-PCR, Western blotting Assay",up-regulated,31945724.0,1.0
224,HOTTIP,Colorectal Cancer,"qPCR, Western blot, other",up-regulated,30229808.0,1.0
225,HOTTIP,Colorectal Cancer,"qPCR, Western blot",down-regulated,31251124.0,1.0
226,HOTTIP,Colorectal Cancer,qPCR etc.,up-regulated,26617875.0,1.0
227,HOTTIP,Colorectal Cancer,"qRT-PCR, Western blot, Luciferase reporter assay",up-regulated,29274585.0,1.0
228,HOTTIP,Colorectal Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26678886.0,1.0
229,HOXA-AS2,Colorectal Cancer,qPCR etc.,up-regulated,27596298.0,1.0
230,HOXA-AS2,Colorectal Cancer,"qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,28112720.0,1.0
231,HOXA11-AS,Colorectal Cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",down-regulated,31013434.0,1.0
232,HOXA11-AS,Colorectal Cancer,"qPCR, Western blot etc.",up-regulated,29050308.0,1.0
233,HOXA11-AS,Colorectal Cancer,qPCR etc.,down-regulated,27895785.0,1.0
234,HOXB-AS3,Colon Cancer,"qPCR, Western blot etc.",down-regulated,28985503.0,8.0
235,HULC,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30551459.0,1.0
236,HULC,Colorectal Cancer,qPCR etc.,up-regulated,19445043.0,1.0
237,HULC,Colorectal Cancer,"qPCR, RNAi, Western blot, ChIP, RNA pull-down assay etc.",up-regulated,27496341.0,1.0
238,IQCJ-SCHIP1-AS1,Colorectal Cancer,"RNA-seq, qPCR",down-regulated,31205916.0,1.0
239,ITIH4-AS1,Colorectal Cancer,qPCR,up-regulated,31557619.0,1.0
240,kcna3,Colorectal Cancer,"qPCR, Western blot",down-regulated,30099342.0,2.0
241,KCNQ1OT1,Colon Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31040703.0,1.0
242,KCNQ1OT1,Colorectal Cancer,"qRT-PCR, Microarray analysis etc.",up-regulated,30997746.0,1.0
243,KCNQ1OT1,Colorectal Cancer,"qPCR, RNAi, Western blot, ChIP, Luciferase reporter assay, RNA-FISH etc.",up-regulated,26868975.0,1.0
244,KCNQ1OT1,Colorectal Cancer,"qPCR, FISH etc.",differential expression,16965397.0,1.0
245,"KIAA0125",Colon Cancer,"qRT-PCR , RNA-seq etc.",down-regulated,31043791.0,1.0
246,"KIAA0125",Colorectal Cancer,"qPCR, Western blot",down-regulated,31228314.0,1.0
247,KRT7-AS,Colorectal Cancer,"qRT-PCR, Western blotting, Luciferase reporter assay, RNA-seq",up-regulated,31910722.0,1.0
248,LDLRAD4-AS1,Colorectal Cancer,"qRT-PCR, Western blot",up-regulated,32111819.0,1.0
249,LEF1-AS1,Colon Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,32308428.0,2.0
250,LEF1-AS1,Colorectal Cancer,qPCR etc.,up-regulated,32248974.0,2.0
251,LEF1-AS1,Colorectal Cancer,qPCR,up-regulated,31536481.0,2.0
252,LIFR-AS1,Colorectal Cancer,"Microarray, qPCR, Luciferase reporter assay, RNAi",up-regulated,29807108.0,2.0
253,"LINC-ITGB1",Colorectal Cancer,"qPCR, Western blot, in vitro knockdown",up-regulated,31378884.0,1.0
254,LINC-PINT,Colorectal Cancer,"Microarray, qPCR, RIP etc.",down-regulated,24070194.0,13.0
255,"LINC-POU3F3",Colon Cancer,qPCR,differential expression,29116072.0,4.0
256,"LINC-POU3F3",Colorectal Cancer,"qPCR, RNAi, Flow cytometry assay etc.",up-regulated,26510906.0,4.0
257,LINC-ROR,Colorectal Cancer,"qPCR, RNAi, Western blot etc.",up-regulated,26169368.0,2.0
258,LINC-ROR,Colon Cancer,qPCR etc.,down-regulated,26314857.0,2.0
259,LINC-ROR,Colon Cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.",up-regulated,23208419.0,2.0
